listingPrice,listingType,marketStatus,conservationStatus,energyEfficiencyLevel,constructionYear,localZone,garage,garageSpots,floorAsNumber,elevator,totalRooms,numberOfBedrooms,numberOfBathrooms,totalArea,livingArea
1900000.0,Apartamento,Novo para o Mercado,,C,1986.0,Oeiras,False,2,10.0,True,,5.0,4.0,350.0,315.0
1045000.0,Moradia,Novo para o Mercado,,C,2018.0,Caxias,True,1,,False,,5.0,3.0,245.0,245.0
1950000.0,Apartamento,Novo para o Mercado,Como novo,C,2010.0,Cruz Quebrada-Dafundo,False,3,0.0,True,6.0,4.0,4.0,217.0,195.0
1100000.0,Moradia,Novo para o Mercado,Bom estado,C,1953.0,Algés,False,0,,False,6.0,4.0,3.0,161.0,140.0
540000.0,Moradia,Novo para o Mercado,Bom estado,D,1969.0,Barcarena,False,2,,False,5.0,3.0,5.0,122.0,132.0
378000.0,Apartamento,Novo para o Mercado,Novo,A+,2026.0,Barcarena,False,1,0.0,True,,2.0,2.0,97.0,83.0
498750.0,Apartamento,Novo para o Mercado,Novo,A+,2026.0,Barcarena,False,1,1.0,True,,3.0,2.0,110.0,92.0
367500.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Barcarena,False,1,1.0,True,,2.0,1.0,84.0,72.0
435750.0,Apartamento,Novo para o Mercado,Novo,A+,2026.0,Barcarena,False,1,1.0,True,,2.0,2.0,96.0,79.0
509250.0,Apartamento,Novo para o Mercado,Novo,A+,2026.0,Barcarena,False,1,2.0,True,,3.0,2.0,110.0,92.0
446250.0,Apartamento,Novo para o Mercado,Novo,A+,2026.0,Barcarena,False,1,2.0,True,,2.0,2.0,96.0,79.0
651000.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Barcarena,False,2,3.0,True,,3.0,2.0,141.0,120.0
519750.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Barcarena,False,1,3.0,True,,3.0,2.0,117.0,100.0
551250.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Barcarena,False,1,3.0,True,,3.0,2.0,123.0,103.0
409500.0,Apartamento,Novo para o Mercado,Novo,A+,2026.0,Barcarena,False,1,2.0,True,,2.0,1.0,83.0,68.0
441000.0,Apartamento,Novo para o Mercado,Novo,A,2026.0,Barcarena,False,2,3.0,True,,2.0,1.0,83.0,68.0
700000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,9.0,True,4.0,3.0,3.0,137.0,137.0
650000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,4.0,True,4.0,3.0,3.0,137.0,137.0
660000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,5.0,True,4.0,3.0,3.0,137.0,137.0
670000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,6.0,True,4.0,3.0,3.0,137.0,137.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,7.0,True,4.0,3.0,3.0,137.0,137.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,7.0,True,4.0,3.0,3.0,137.0,137.0
690000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,8.0,True,4.0,3.0,3.0,137.0,137.0
700000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,9.0,True,4.0,3.0,3.0,137.0,137.0
710000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,10.0,True,4.0,3.0,3.0,137.0,137.0
710000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,10.0,True,4.0,3.0,3.0,137.0,137.0
720000.0,Apartamento,Novo para o Mercado,Novo,NC,2023.0,Algés,False,2,10.0,True,4.0,3.0,3.0,137.0,137.0
1950000.0,Prédio,Novo para o Mercado,Para Obras,D,1988.0,Cruz Quebrada-Dafundo,False,3,,True,,,0.0,800.0,800.0
690000.0,Apartamento,Novo para o Mercado,Bom estado,C,1981.0,Oeiras,False,0,0.0,True,5.0,4.0,2.0,115.0,115.0
700000.0,Moradia,Novo para o Mercado,,D,1989.0,Oeiras,False,1,,False,4.0,4.0,4.0,225.0,225.0
1680000.0,Moradia,Novo para o Mercado,Bom estado,D,2001.0,Paço De Arcos,True,3,,False,7.0,4.0,5.0,426.0,400.0
990000.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,False,3,10.0,True,4.0,3.0,3.0,151.0,151.0
800000.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,9.0,True,4.0,3.0,4.0,152.0,152.0
574900.0,Apartamento,Novo para o Mercado,,NC,2025.0,Algés,False,2,1.0,True,3.0,2.0,2.0,138.0,72.0
340000.0,Apartamento,Novo para o Mercado,,E,1998.0,Carnaxide,True,2,0.0,True,,2.0,2.0,102.0,99.0
914813.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,0.0,True,4.0,3.0,4.0,170.0,170.0
904050.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,0.0,True,4.0,3.0,4.0,166.0,166.0
852083.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,138.0,138.0
862100.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,138.0,138.0
946178.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,138.0,138.0
893903.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,146.0,146.0
851200.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,138.0,138.0
1393200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,5.0,4.0,5.0,185.0,185.0
1396200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,,4.0,5.0,185.0,185.0
395000.0,Apartamento,Novo para o Mercado,,B-,2005.0,Nova Carnaxide,True,2,5.0,True,3.0,2.0,2.0,114.0,114.0
350000.0,Apartamento,Novo para o Mercado,,D,2000.0,Algés,False,0,1.0,False,,3.0,1.0,72.0,64.0
615825.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,134.0,134.0
490000.0,Apartamento,Novo para o Mercado,,C,1982.0,Caxias,True,2,2.0,True,4.0,3.0,2.0,126.0,126.0
375000.0,Apartamento,Novo para o Mercado,,E,1985.0,Oeiras,False,0,4.0,True,,3.0,2.0,130.0,130.0
1195000.0,Apartamento,Novo para o Mercado,,C,2005.0,Paço De Arcos,False,2,5.0,True,5.0,4.0,4.0,210.0,210.0
215000.0,Apartamento,Novo para o Mercado,,D,1965.0,Algés,False,0,0.0,False,2.0,1.0,1.0,40.0,40.0
87000.0,Terreno,Novo para o Mercado,,E,1995.0,Porto Salvo,False,0,,,,,0.0,277.0,140.0
477000.0,Moradia,Novo para o Mercado,Usado,D,1956.0,Barcarena,True,2,,False,8.0,4.0,2.0,130.0,130.0
256000.0,Apartamento,Novo para o Mercado,,C,1976.0,Paço De Arcos,False,0,0.0,True,3.0,2.0,1.0,51.0,60.0
792041.0,Apartamento,Novo para o Mercado,,A,2025.0,Oeiras,False,2,0.0,True,,3.0,4.0,137.0,137.0
427000.0,Apartamento,Novo para o Mercado,,C,1982.0,Paço De Arcos,False,0,3.0,True,4.0,3.0,2.0,125.0,125.0
400000.0,Apartamento,Novo para o Mercado,,D,1988.0,Algés,False,0,2.0,False,,4.0,1.0,97.0,85.0
279000.0,Apartamento,Novo para o Mercado,,D,1988.0,Linda A Velha,False,0,3.0,True,,2.0,1.0,63.0,57.0
305000.0,Duplex,Novo para o Mercado,Novo,NC,2024.0,Linda A Velha,False,1,0.0,True,1.0,0.0,1.0,66.0,66.0
270000.0,Duplex,Novo para o Mercado,Novo,NC,2024.0,Linda A Velha,False,0,0.0,True,1.0,0.0,1.0,56.0,56.0
260000.0,Duplex,Novo para o Mercado,Novo,NC,2024.0,Linda A Velha,False,0,0.0,True,1.0,0.0,1.0,48.0,48.0
360000.0,Duplex,Novo para o Mercado,Novo,NC,2024.0,Linda A Velha,False,1,0.0,True,1.0,0.0,1.0,76.0,76.0
1300000.0,Apartamento,Novo para o Mercado,Bom estado,C,2009.0,Algés,True,3,4.0,True,4.0,3.0,3.0,168.0,168.0
300000.0,Apartamento,,,D,1991.0,Porto Salvo,False,0,2.0,False,4.0,3.0,2.0,83.0,83.0
415000.0,Apartamento,Novo para o Mercado,,C,2008.0,Cruz Quebrada-Dafundo,False,1,6.0,True,,1.0,2.0,69.0,61.0
1650000.0,Moradia,Novo para o Mercado,Usado,E,1995.0,Caxias,False,2,,,,5.0,3.0,172.0,256.0
398000.0,Apartamento,Novo para o Mercado,,D,1979.0,Caxias,False,0,1.0,False,4.0,2.0,2.0,62.0,62.0
799000.0,Moradia,Novo para o Mercado,,D,2002.0,Porto Salvo,True,1,,,,8.0,4.0,195.0,176.0
450000.0,Apartamento,Novo para o Mercado,,E,1987.0,Oeiras,False,0,1.0,True,,3.0,2.0,88.0,88.0
420000.0,Apartamento,Novo para o Mercado,,B-,1965.0,Dafundo,False,0,2.0,False,3.0,2.0,1.0,74.0,74.0
768443.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,122.0,122.0
589050.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,89.0,89.0
572985.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,89.0,89.0
805035.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,123.0,123.0
805035.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,122.0,122.0
789353.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,123.0,123.0
789353.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,122.0,122.0
716168.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,8.0,True,4.0,3.0,4.0,123.0,123.0
742305.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,9.0,True,4.0,3.0,4.0,152.0,152.0
742305.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,9.0,True,4.0,3.0,4.0,123.0,123.0
768443.0,Apartamento,Novo para o Mercado,,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,122.0,122.0
778898.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,134.0,134.0
920040.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,4.0,3.0,4.0,138.0,138.0
872993.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,9.0,True,4.0,3.0,4.0,166.0,166.0
589050.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,100.0,100.0
621180.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,100.0,100.0
599760.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,98.0,98.0
872993.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,9.0,True,4.0,3.0,4.0,149.0,149.0
605115.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,89.0,89.0
605115.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,10.0,True,3.0,2.0,3.0,100.0,100.0
578340.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,2,9.0,True,3.0,2.0,3.0,98.0,98.0
710000.0,Apartamento,Novo para o Mercado,,A,2023.0,Cruz Quebrada-Dafundo,False,1,3.0,True,3.0,2.0,2.0,100.0,90.0
1986450.0,Apartamento,Novo para o Mercado,Novo,A,2024.0,Algés,True,3,10.0,True,5.0,4.0,5.0,214.0,214.0
275000.0,Apartamento,Novo para o Mercado,,C,2002.0,Porto Salvo,False,0,0.0,False,4.0,3.0,1.0,89.0,81.0
269000.0,Apartamento,Novo para o Mercado,Bom estado,D,1988.0,Carnaxide,False,0,1.0,False,,2.0,1.0,60.0,57.0
269000.0,Apartamento,Novo para o Mercado,Novo,D,1988.0,Carnaxide,False,0,2.0,False,3.0,2.0,1.0,65.0,54.0
269000.0,Apartamento,Novo para o Mercado,,C,1988.0,Carnaxide,False,0,2.0,False,3.0,2.0,1.0,62.0,52.0
700000.0,Apartamento,Novo para o Mercado,,A+,2024.0,Cruz Quebrada-Dafundo,False,2,2.0,True,,3.0,3.0,134.0,134.0
788612.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,0.0,True,4.0,3.0,4.0,137.0,137.0
650000.0,Prédio,Novo para o Mercado,,G,2008.0,Algés,False,0,,False,,,0.0,215.0,194.0
799000.0,Apartamento,Novo para o Mercado,,NC,2023.0,Algés,False,2,5.0,True,8.0,3.0,3.0,153.0,153.0
700000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,1.0,True,4.0,3.0,3.0,179.0,135.0
720000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,3.0,True,4.0,3.0,3.0,179.0,135.0
570000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,3.0,True,3.0,2.0,2.0,141.0,105.0
550000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,1.0,True,4.0,2.0,2.0,141.0,105.0
710000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,2.0,True,4.0,3.0,3.0,179.0,131.0
500000.0,Moradia,Novo para o Mercado,,NC,2025.0,Queijas,False,2,,False,,3.0,2.0,140.0,80.0
520000.0,Moradia,Novo para o Mercado,,NC,2025.0,Queijas,False,2,,False,,3.0,2.0,140.0,80.0
795000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,10.0,True,5.0,4.0,4.0,163.0,145.0
790000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,10.0,True,5.0,4.0,4.0,163.0,145.0
785000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,10.0,True,5.0,4.0,4.0,163.0,145.0
765000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,10.0,True,5.0,4.0,4.0,163.0,145.0
760000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,9.0,True,5.0,4.0,4.0,163.0,145.0
755000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,8.0,True,5.0,4.0,4.0,163.0,145.0
750000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,7.0,True,5.0,4.0,4.0,163.0,145.0
745000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,6.0,True,5.0,4.0,4.0,163.0,145.0
740000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,5.0,True,5.0,4.0,4.0,163.0,145.0
735000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,4.0,True,5.0,4.0,4.0,163.0,145.0
730000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,3.0,True,5.0,4.0,4.0,163.0,145.0
725000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,2.0,True,5.0,4.0,4.0,163.0,145.0
720000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,2,1.0,True,5.0,4.0,4.0,163.0,145.0
1150000.0,Apartamento,Novo para o Mercado,,A,2025.0,Algés,False,3,0.0,True,6.0,5.0,4.0,196.0,177.0
670000.0,Apartamento,Novo para o Mercado,Usado,C,2004.0,Oeiras,False,2,2.0,True,4.0,3.0,3.0,143.0,120.0
647521.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,1.0,True,,2.0,3.0,108.0,108.0
751275.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,1.0,True,,3.0,4.0,123.0,123.0
647521.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,1.0,True,,2.0,3.0,108.0,108.0
939750.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,3.0,True,,4.0,5.0,155.0,155.0
963900.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,4.0,True,,4.0,5.0,155.0,155.0
463790.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,0.0,True,,1.0,2.0,79.0,79.0
792041.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,0.0,True,,3.0,4.0,137.0,137.0
1341200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,,4.0,5.0,185.0,185.0
1348200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,,4.0,5.0,185.0,185.0
1356200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,,4.0,5.0,185.0,185.0
1373200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,,4.0,5.0,185.0,185.0
1393200.0,Moradia,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,,,,4.0,5.0,185.0,185.0
760000.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,4.0,True,,3.0,4.0,123.0,123.0
640000.0,Apartamento,Novo para o Mercado,,NC,2025.0,Oeiras,False,2,0.0,True,,1.0,2.0,79.0,79.0
825000.0,Apartamento,Novo para o Mercado,,A,2023.0,Oeiras,False,2,1.0,True,4.0,3.0,4.0,137.0,108.0
847000.0,Apartamento,Novo para o Mercado,,NC,2023.0,Oeiras,False,2,2.0,True,4.0,3.0,4.0,137.0,108.0
156000.0,Apartamento,Novo para o Mercado,,C,1989.0,Porto Salvo,False,0,0.0,False,,1.0,1.0,43.0,43.0
540000.0,Apartamento,Novo para o Mercado,,C,1986.0,Oeiras,False,1,7.0,True,4.0,3.0,1.0,164.0,164.0
1050000.0,Terreno,Novo para o Mercado,,NC,,Caxias,False,0,,False,,,0.0,,
730000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,True,3,1.0,True,4.0,3.0,3.0,177.0,150.0
720000.0,Apartamento,Novo para o Mercado,Novo,A+,2023.0,Carnaxide,True,3,0.0,True,4.0,3.0,3.0,200.0,151.0
580000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,carnaxide,True,2,0.0,True,3.0,2.0,3.0,179.0,160.0
570000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,2.0,True,3.0,2.0,3.0,158.0,135.0
580000.0,Apartamento,Novo para o Mercado,Novo,A,2023.0,Carnaxide,False,2,0.0,True,3.0,2.0,2.0,165.0,117.0
1300000.0,Apartamento,Novo para o Mercado,,A+,2024.0,Cruz Quebrada-Dafundo,False,3,3.0,True,,3.0,3.0,179.0,179.0
680000.0,Apartamento,Novo para o Mercado,,NC,2023.0,Porto Salvo,True,2,2.0,True,4.0,3.0,3.0,206.0,127.0
890000.0,Apartamento,Novo para o Mercado,,D,1971.0,Algés,False,1,8.0,True,,3.0,2.0,237.0,237.0
4450000.0,Moradia,Novo para o Mercado,,D,1961.0,Caxias,False,3,0.0,,24.0,9.0,6.0,460.0,443.0
2200000.0,Terreno,Novo para o Mercado,,NC,,Carnaxide,False,0,0.0,,,,0.0,2771.0,
290000.0,Apartamento,Novo para o Mercado,,F,1988.0,Porto Salvo,False,0,0.0,False,,3.0,1.0,90.0,71.0
750000.0,Terreno,Novo para o Mercado,,D,,Algés,True,3,,True,,,0.0,625.0,857.0
1080000.0,Apartamento,Novo para o Mercado,,A,2021.0,Paço De Arcos,False,2,0.0,False,,3.0,3.0,148.0,136.0
567000.0,Apartamento,Novo para o Mercado,Novo,NC,2022.0,Barcarena,False,2,2.0,True,,2.0,2.0,230.0,118.0
-1.0,Apartamento,Novo para o Mercado,Novo,NC,2021.0,Barcarena,False,2,3.0,True,,3.0,2.0,202.0,140.0
675000.0,Apartamento,Novo para o Mercado,Novo,NC,2022.0,Barcarena,False,2,3.0,True,4.0,3.0,2.0,202.0,139.0
402000.0,Apartamento,Novo para o Mercado,Novo,NC,2021.0,Barcarena,False,2,1.0,True,,1.0,1.0,140.0,99.0
449000.0,Moradia,Novo para o Mercado,Usado,C,1974.0,Porto Salvo,False,1,,False,,3.0,0.0,153.0,145.0
2490000.0,Moradia,Novo para o Mercado,Bom estado,C,2004.0,Linda A Velha,False,3,,,5.0,4.0,4.0,379.0,357.0
570000.0,Apartamento,Novo para o Mercado,Usado,C,1996.0,Oeiras,False,1,2.0,True,,4.0,2.0,141.0,164.0
785000.0,Apartamento,Novo para o Mercado,,A,2023.0,Oeiras,False,3,0.0,True,4.0,3.0,4.0,132.0,111.0
1250000.0,Terreno,Novo para o Mercado,,NC,,Barcarena ,False,0,,False,,,0.0,17355.0,
508500.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,True,2,3.0,True,4.0,3.0,3.0,146.0,146.0
879570.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,True,2,10.0,True,5.0,4.0,4.0,219.0,219.0
499000.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,True,2,1.0,True,4.0,3.0,3.0,149.0,149.0
532800.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,False,2,4.0,True,4.0,3.0,3.0,147.0,147.0
678225.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,True,2,10.0,True,4.0,3.0,3.0,147.0,147.0
425000.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,False,2,2.0,True,3.0,2.0,2.0,112.0,112.0
720000.0,Apartamento,Em Construção,Novo,NC,2023.0,Miraflores,True,2,10.0,True,4.0,3.0,3.0,145.0,145.0
420000.0,Apartamento,Em Construção,,NC,2020.0,Medrosa,False,1,0.0,True,2.0,1.0,1.0,111.0,74.0
680000.0,Apartamento,Novo para o Mercado,Novo,NC,2022.0,Barcarena,False,2,3.0,True,4.0,3.0,2.0,202.0,139.0
398000.0,Terreno,Novo para o Mercado,,NC,1930.0,Paço de Arcos,False,0,,,,,0.0,500.0,
165000.0,Terreno,Novo para o Mercado,,NC,2007.0,Valejas,False,0,,,4.0,3.0,2.0,427.0,427.0
845000.0,Moradia,,,D,1985.0,Leceia,False,0,,,5.0,3.0,4.0,267.0,267.0
